LINEAR SEARCH ANALYSIS
Array Size = 9000
-------------------------------------------
Iteration	Key	Index	Time (sec)
-------------------------------------------
   1		  6036	  4065	0.00000000000000000000
   2		 10511	  5818	0.00000000000000000000
   3		 11014	Not Found	0.00000000000000000000
   4		 10157	Not Found	0.00000000000000000000
   5		 12931	Not Found	0.00000000000000000000
   6		 10227	  2569	0.00000000000000000000
   7		  4715	  2865	0.00000000000000000000
   8		  8793	  3217	0.00000000000000000000
   9		 13690	  5790	0.00000000000000000000
  10		  9948	Not Found	0.00000000000000000000
  11		 12475	Not Found	0.00000000000000000000
  12		  2187	  2076	0.00000000000000000000
  13		  7362	Not Found	0.00000000000000000000
  14		  4875	Not Found	0.00000000000000000000
  15		  4928	   588	0.00000000000000000000
  16		 17458	  6094	0.00000000000000000000
  17		  1560	  1067	0.00000000000000000000
  18		 14208	Not Found	0.00000000000000000000
  19		 13215	  4810	0.00000000000000000000
  20		   753	Not Found	0.00000000000000000000
  21		 11228	   185	0.00000000000000000000
  22		  1703	  1847	0.00000000000000000000
  23		 11613	Not Found	0.00000000000000000000
  24		  9608	  5361	0.00000000000000000000
  25		 10136	  3643	0.00000000000000000000
  26		  1285	Not Found	0.00000000000000000000
  27		 11649	Not Found	0.00000000000000000000
  28		  1135	Not Found	0.00000000000000000000
  29		  5746	Not Found	0.00000000000000000000
  30		  2692	Not Found	0.00000000000000000000
  31		  7500	Not Found	0.00000000000000000000
  32		 13354	Not Found	0.00000000000000000000
  33		  9555	  6934	0.00000000000000000000
  34		  5324	Not Found	0.00000000000000000000
  35		  4294	Not Found	0.00000000000000000000
  36		 11865	Not Found	0.00000000000000000000
  37		  3849	Not Found	0.00000000000000000000
  38		 14067	Not Found	0.00000000000000000000
  39		 16059	Not Found	0.00000000000000000000
  40		  2607	Not Found	0.00000000000000000000
  41		  8825	  4102	0.00000000000000000000
  42		  7253	  1206	0.00000000000000000000
  43		  7398	Not Found	0.00000000000000000000
  44		  4598	Not Found	0.00000000000000000000
  45		   729	  5585	0.00000000000000000000
  46		 10983	Not Found	0.00000000000000000000
  47		  3917	Not Found	0.00000000000000000000
  48		  7985	Not Found	0.00000000000000000000
  49		 14766	Not Found	0.00000000000000000000
  50		 14600	  7538	0.00000000000000000000
  51		  7213	Not Found	0.00000000000000000000
  52		   547	Not Found	0.00000000000000000000
  53		 16865	  6252	0.00000000000000000000
  54		 12921	Not Found	0.00000000000000000000
  55		 15127	Not Found	0.00000000000000000000
  56		  8910	Not Found	0.00000000000000000000
  57		 11879	Not Found	0.00000000000000000000
  58		  7855	Not Found	0.00000000000000000000
  59		  7819	Not Found	0.00000000000000000000
  60		  5917	Not Found	0.00000000000000000000
  61		 14289	Not Found	0.00000000000000000000
  62		  7639	  1736	0.00000000000000000000
  63		 13012	Not Found	0.00000000000000000000
  64		   102	  4915	0.00000000000000000000
  65		  3329	Not Found	0.00000000000000000000
  66		 15545	Not Found	0.00000000000000000000
  67		 17733	Not Found	0.00000000000000000000
  68		 17930	Not Found	0.00000000000000000000
  69		 13343	  4645	0.00000000000000000000
  70		  8448	Not Found	0.00000000000000000000
  71		 14322	    75	0.00000000000000000000
  72		  8176	Not Found	0.00000000000000000000
  73		 15163	Not Found	0.00000000000000000000
  74		  3257	Not Found	0.00000000000000000000
  75		  5777	Not Found	0.00000000000000000000
  76		  1217	Not Found	0.00000000000000000000
  77		 17139	Not Found	0.00000000000000000000
  78		 10825	Not Found	0.00000000000000000000
  79		  6642	Not Found	0.00000000000000000000
  80		 12629	  4466	0.00000000000000000000
  81		 16247	Not Found	0.00000000000000000000
  82		  2596	  6050	0.00000000000000000000
  83		   654	Not Found	0.00000000000000000000
  84		  8637	Not Found	0.00000000000000000000
  85		 13739	   510	0.00000000000000000000
  86		 12188	  1719	0.00000000000000000000
  87		 16908	  4307	0.00000000000000000000
  88		  8018	   567	0.00000000000000000000
  89		  5917	Not Found	0.00000000000000000000
  90		  8407	Not Found	0.00000000000000000000
  91		  6074	Not Found	0.00000000000000000000
  92		   191	  6898	0.00000000000000000000
  93		  5272	  1869	0.00000000000000000000
  94		  1156	  6519	0.00000000000000000000
  95		 10697	  2938	0.00000000000000000000
  96		 13450	Not Found	0.00000000000000000000
  97		  7640	Not Found	0.00000000000000000000
  98		  4687	  3426	0.00000000000000000000
  99		  8377	     4	0.00000000000000000000
 100		 13097	   426	0.00000000000000000000
 101		  3534	Not Found	0.00000000000000000000
 102		  9987	  5511	0.00000000000000000000
 103		 10008	Not Found	0.00000000000000000000
 104		 13714	Not Found	0.00000000000000000000
 105		  9318	  4543	0.00000000000000000000
 106		  1071	Not Found	0.00000000000000000000
 107		  6469	Not Found	0.00000000000000000000
 108		 15203	Not Found	0.00000000000000000000
 109		 11912	   629	0.00000000000000000000
 110		  5868	Not Found	0.00000000000000000000
 111		   745	Not Found	0.00000000000000000000
 112		 11124	Not Found	0.00000000000000000000
 113		  4380	Not Found	0.00000000000000000000
 114		 14334	Not Found	0.00000000000000000000
 115		  3161	  2325	0.00000000000000000000
 116		  6185	  1746	0.00000000000000000000
 117		  1026	Not Found	0.00000000000000000000
 118		  6937	  6678	0.00000000000000000000
 119		  7925	   645	0.00000000000000000000
 120		  9453	  8930	0.00000000000000000000
 121		  2576	Not Found	0.00000000000000000000
 122		 14758	Not Found	0.00000000000000000000
 123		   388	Not Found	0.00000000000000000000
 124		  8379	Not Found	0.00000000000000000000
 125		 11917	Not Found	0.00000000000000000000
 126		  4837	  2854	0.00000000000000000000
 127		  3044	  2172	0.00000000000000000000
 128		   126	  1823	0.00000000000000000000
 129		  5422	  1257	0.00000000000000000000
 130		  1205	Not Found	0.00000000000000000000
 131		   588	Not Found	0.00000000000000000000
 132		  7708	Not Found	0.00000000000000000000
 133		 10654	Not Found	0.00000000000000000000
 134		  8627	Not Found	0.00000000000000000000
 135		 13781	  7002	0.00000000000000000000
 136		 11582	Not Found	0.00000000000000000000
 137		  9028	Not Found	0.00000000000000000000
 138		  3216	Not Found	0.00000000000000000000
 139		  3641	  4653	0.00000000000000000000
 140		  3476	  4772	0.00000000000000000000
 141		  1103	Not Found	0.00000000000000000000
 142		  8294	   739	0.00000000000000000000
 143		 10026	Not Found	0.00000000000000000000
 144		 15495	Not Found	0.00000000000000000000
 145		  3893	Not Found	0.00000000000000000000
 146		  5051	Not Found	0.00000000000000000000
 147		 14598	  2637	0.00000000000000000000
 148		  3182	  5270	0.00000000000000000000
 149		  2637	  4051	0.00000000000000000000
 150		  8855	Not Found	0.00000000000000000000
 151		 15305	Not Found	0.00000000000000000000
 152		 15253	Not Found	0.00000000000000000000
 153		 12233	Not Found	0.00000000000000000000
 154		  8595	Not Found	0.00000000000000000000
 155		  9587	Not Found	0.00000000000000000000
 156		   203	Not Found	0.00000000000000000000
 157		  8649	  7038	0.00000000000000000000
 158		 11762	Not Found	0.00000000000000000000
 159		  7468	Not Found	0.00000000000000000000
 160		 14378	Not Found	0.00000000000000000000
 161		  5963	Not Found	0.00000000000000000000
 162		   196	Not Found	0.00000000000000000000
 163		 10806	  4835	0.00000000000000000000
 164		  4941	Not Found	0.00000000000000000000
 165		  7063	Not Found	0.00000000000000000000
 166		  1801	   618	0.00000000000000000000
 167		 12002	Not Found	0.00000000000000000000
 168		  8429	Not Found	0.00000000000000000000
 169		  7611	  5491	0.00000000000000000000
 170		  3315	   155	0.00000000000000000000
 171		 11237	Not Found	0.00000000000000000000
 172		 10860	   414	0.00000000000000000000
 173		 12578	  8534	0.00000000000000000000
 174		 10079	   901	0.00000000000000000000
 175		 12748	Not Found	0.00000000000000000000
 176		  2678	   463	0.00000000000000000000
 177		  8634	Not Found	0.00000000000000000000
 178		 12934	Not Found	0.00000000000000000000
 179		  8909	Not Found	0.00000000000000000000
 180		 13989	  6646	0.00000000000000000000
 181		  9989	  1217	0.00000000000000000000
 182		  1118	  8043	0.00000000000000000000
 183		  2640	  7747	0.00000000000000000000
 184		 10372	Not Found	0.00000000000000000000
 185		  4688	Not Found	0.00000000000000000000
 186		   550	Not Found	0.00000000000000000000
 187		 11807	Not Found	0.00000000000000000000
 188		 15285	Not Found	0.00000000000000000000
 189		  2931	  5067	0.00000000000000000000
 190		  9571	  4597	0.00000000000000000000
 191		  5546	Not Found	0.00000000000000000000
 192		  6599	  1430	0.00000000000000000000
 193		 12137	Not Found	0.00000000000000000000
 194		  2628	Not Found	0.00000000000000000000
 195		  6477	  4199	0.00000000000000000000
 196		   802	Not Found	0.00000000000000000000
 197		  6465	  8757	0.00000000000000000000
 198		  2732	  1947	0.00000000000000000000
 199		  5958	  2305	0.00000000000000000000
 200		  8582	Not Found	0.00000000000000000000
 201		   275	Not Found	0.00000000000000000000
 202		  2705	Not Found	0.00000000000000000000
 203		 14049	Not Found	0.00000000000000000000
 204		 15939	  1056	0.00000000000000000000
 205		  3863	  1967	0.00000000000000000000
 206		   993	  2346	0.00000000000000000000
 207		  5335	  5829	0.00000000000000000000
 208		 12825	Not Found	0.00000000000000000000
 209		  6034	   828	0.00000000000000000000
 210		 13269	  8229	0.00000000000000000000
 211		  9351	Not Found	0.00000000000000000000
 212		 16260	  6397	0.00000000000000000000
 213		  6466	  1646	0.00000000000000000000
 214		 12232	Not Found	0.00000000000000000000
 215		  8915	  6289	0.00000000000000000000
 216		  3744	  6186	0.00000000000000000000
 217		   557	Not Found	0.00000000000000000000
 218		  7129	Not Found	0.00000000000000000000
 219		  8190	  4385	0.00000000000000000000
 220		  9011	  1417	0.00000000000000000000
 221		 12197	Not Found	0.00000000000000000000
 222		 14623	  4624	0.00000000000000000000
 223		  8548	  4870	0.00000000000000000000
 224		 13467	Not Found	0.00000000000000000000
 225		  4238	  1956	0.00000000000000000000
 226		  5644	    79	0.00000000000000000000
 227		 12667	   650	0.00000000000000000000
 228		 16901	Not Found	0.00000000000000000000
 229		  6227	  4849	0.00000000000000000000
 230		  7670	Not Found	0.00000000000000000000
 231		 11865	Not Found	0.00000000000000000000
 232		 14048	Not Found	0.00000000000000000000
 233		 16886	Not Found	0.00000000000000000000
 234		  8594	  7244	0.00000000000000000000
 235		 16646	Not Found	0.00000000000000000000
 236		 13202	Not Found	0.01499999999999999900
 237		  1527	Not Found	0.00000000000000000000
 238		  7825	  2391	0.00000000000000000000
 239		  2371	   310	0.00000000000000000000
 240		  2073	Not Found	0.00000000000000000000
 241		   183	  6593	0.00000000000000000000
 242		 10288	Not Found	0.00000000000000000000
 243		 13259	Not Found	0.00000000000000000000
 244		  6788	   174	0.00000000000000000000
 245		  8492	  8176	0.00000000000000000000
 246		  9419	  1552	0.00000000000000000000
 247		  9577	Not Found	0.00000000000000000000
 248		 13523	Not Found	0.00000000000000000000
 249		 12647	Not Found	0.00000000000000000000
 250		 11474	  1738	0.00000000000000000000
 251		  6730	  3143	0.00000000000000000000
 252		  9900	   293	0.00000000000000000000
 253		  6613	Not Found	0.00000000000000000000
 254		 16606	Not Found	0.00000000000000000000
 255		  9908	  7417	0.00000000000000000000
 256		  3808	  1470	0.00000000000000000000
 257		 13380	   742	0.00000000000000000000
 258		  9029	Not Found	0.00000000000000000000
 259		  5447	Not Found	0.00000000000000000000
 260		  2141	  6789	0.00000000000000000000
 261		  3991	  1961	0.00000000000000000000
 262		  2348	  3900	0.00000000000000000000
 263		  3636	Not Found	0.00000000000000000000
 264		  8357	Not Found	0.00000000000000000000
 265		 15354	   902	0.00000000000000000000
 266		  1293	Not Found	0.00000000000000000000
 267		   907	Not Found	0.00000000000000000000
 268		 11199	Not Found	0.00000000000000000000
 269		  2873	   508	0.00000000000000000000
 270		 14090	  2631	0.00000000000000000000
 271		  5673	  4935	0.00000000000000000000
 272		 14236	Not Found	0.00000000000000000000
